"symbol","company_name","date","current_price"
"DICIND","DIC India Limited","2018-06-04","406.4"
"BLUECOAST","Blue Coast Hotels Limited","2018-06-04","82.8"
"ABMINTLTD","ABM International Limited","2018-06-04","21.6"
"HESTERBIO","Hester Biosciences Limited","2018-06-04","1305"
"RELCNX100","Reliance ETF Nifty 100","2018-06-04","112.47"
"NORBTEAEXP","Norben Tea & Exports Limited","2018-06-04","6.65"
"DEEPIND","Deep Industries Limited","2018-06-04","106.95"
"AICHAMP","AI Champdany Industries Limited","2018-06-04","21"
"SANOFI","Sanofi India Limited","2018-06-04","5000"
"ISMTLTD","ISMT Limited","2018-06-04","7.35"
"ANANTRAJ","Anant Raj Limited","2018-06-04","44.1"
"HDFCBANK","HDFC Bank Limited","2018-06-04","2045"
"CNOVAPETRO","CIL Nova Petrochemicals Limited","2018-06-04","25.7"
"GITANJALI","Gitanjali Gems Limited","2018-06-04","6.9"
"MANINFRA","Man Infraconstruction Limited","2018-06-04","50.6"
"XPROINDIA","Xpro India Limited","2018-06-04","46"
"SATHAISPAT","Sathavahana Ispat Limited","2018-06-04","14.55"
"AUSOMENT","Ausom Enterprise Limited","2018-06-04","77.05"
"BHUSANSTL","Bhushan Steel Limited","2018-06-04","42.5"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-06-04","38"
"PREMEXPLN","Premier Explosives Limited","2018-06-04","278"
"DIAPOWER","Diamond Power Infra Ltd","2018-06-01","3.35"
"M100","Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO","2018-06-01","19.7"
"DYNAMATECH","Dynamatic Technologies Limited","2018-06-01","1795"
"IITL","Industrial Investment Trust Limited","2018-06-01","98.35"
"NDGL","Naga Dhunseri Group Limited","2018-06-01","1390"
"LAOPALA","La Opala RG Limited","2018-06-01","258.5"
"TIPSINDLTD","TIPS Industries Limited","2018-06-01","135.4"
"MANPASAND","Manpasand Beverages Limited","2018-06-01","200.85"
"KTIL","Kesar Terminals & Infrastructure Limited","2018-06-01","132.8"
"VAKRANGEE","Vakrangee Limited","2018-06-01","34.2"
"UNIENTER","Uniphos Enterprises Limited","2018-06-01","79.25"
"GANECOS","Ganesha Ecosphere Limited","2018-06-01","378.55"
"PEARLPOLY","Pearl Polymers Limited","2018-06-01","19.1"
"CGPOWER","CG Power and Industrial Solutions Limited","2018-06-01","59.3"
"ATULAUTO","Atul Auto Limited","2018-06-01","425.7"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","2018-06-01","428"
"SMLISUZU","SML Isuzu Limited","2018-06-01","784.95"
"HGINFRA","H.G. Infra Engineering Limited","2018-06-01","318.7"
"3PLAND","3P Land Holdings Limited","2018-06-01","14.05"
"AXISCADES","AXISCADES Engineering Technologies Limited","2018-06-01","133.3"
"PRSMJOHNSN","Prism Johnson Limited","2018-06-01","107.7"
"ORTINLABSS","Ortin Laboratories Limited","2018-06-01","16.45"
"VIKASECO","Vikas EcoTech Limited","2018-06-01","25.1"
"JAINSTUDIO","Jain Studios Limited","2018-06-01","3.1"
"QNIFTY","Quantum Nifty ETF","2018-05-31","1082"
"SRHHYPOLTD","Sree Rayalaseema Hi-Strength Hypo Limited","2018-05-31","156.25"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","2018-05-31","424.9"
"BGRENERGY","BGR Energy Systems Limited","2018-05-31","106.9"
"ORIENTCEM","Orient Cement Limited","2018-05-31","129.15"
"GRINDWELL","Grindwell Norton Limited","2018-05-31","497"
"RESPONIND","Responsive Industries Limited","2018-05-31","77.55"
"KTIL","Kesar Terminals & Infrastructure Limited","2018-05-31","123.5"
"SIMPLEXINF","Simplex Infrastructures Limited","2018-05-31","523"
"SUNDRMFAST","Sundram Fasteners Limited","2018-05-31","638"
"IDFCBANK","IDFC Bank Limited","2018-05-31","40.7"
"MANPASAND","Manpasand Beverages Limited","2018-05-31","223.15"
"SHANKARA","Shankara Building Products Limited","2018-05-31","1770"
"NRBBEARING","NRB Bearing Limited","2018-05-31","165"
"TIFIN","TI Financial Holdings Limited","2018-05-31","666"
"TIIL","Technocraft Industries (India) Limited","2018-05-31","548.3"
"HAL","Hindustan Aeronautics Limited","2018-05-31","1056"
"QGOLDHALF","Quantum Gold Fund -Exchange Traded Fund (ETF)","2018-05-31","1382"
"ARCHIDPLY","Archidply Industries Limited","2018-05-31","72.15"
"CGPOWER","CG Power and Industrial Solutions Limited","2018-05-31","60.55"
"POWERGRID","Power Grid Corporation of India Limited","2018-05-31","209.35"
"BANCOINDIA","Banco Products (I) Limited","2018-05-31","230.1"
"LEEL","LEEL Electricals Limited","2018-05-31","169.6"
"MIDHANI","Mishra Dhatu Nigam Limited","2018-05-31","143.2"
"CONCOR","Container Corporation of India Limited","2018-05-31","1370"
"CRISIL","CRISIL Limited","2018-05-30","1899.8"
"VAKRANGEE","Vakrangee Limited","2018-05-30","34.3"
"REVATHI","Revathi Equipment Limited","2018-05-30","632.85"
"MURUDCERA","Murudeshwar Ceramics Limited","2018-05-30","41.4"
"NBVENTURES","Nava Bharat Ventures Limited","2018-05-30","159.05"
"SATIN","Satin Creditcare Network Limited","2018-05-30","425"
"PRESSMN","Pressman Advertising Limited","2018-05-30","50.6"
"BHAGERIA","Bhageria Industries Limited","2018-05-30","305.65"
"BOROSIL","Borosil Glass Works Limited","2018-05-30","898"
"DBL","Dilip Buildcon Limited","2018-05-30","930"
"DOLLAR","Dollar Industries Limited","2018-05-30","369"
"MERCK","Merck Limited","2018-05-30","2417.9"
"AGCNET","AGC Networks Limited","2018-05-30","136.7"
"HIRECT","Hind Rectifiers Limited","2018-05-30","145.95"
"INDOCO","Indoco Remedies Limited","2018-05-30","201.5"
"CDSL","Central Depository Services (India) Limited","2018-05-30","293.8"
"GRPLTD","GRP Limited","2018-05-30","1197"
"JINDALPOLY","Jindal Poly Films Limited","2018-05-30","273.45"
"GILLANDERS","Gillanders Arbuthnot & Company Limited","2018-05-30","63.05"
"ECEIND","ECE Industries Limited","2018-05-30","321.1"
"BASML","Bannari Amman Spinning Mills Limited","2018-05-30","239.85"
"BIRLACABLE","Birla Cable Limited","2018-05-30","92.8"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-05-30","112.2"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","2018-05-30","91.65"
"MATRIMONY","Matrimony.Com Limited","2018-05-29","752"
"TNTELE","Tamilnadu Telecommunication Limited","2018-05-29","1.8"
"GALLANTT","Gallantt Metal Limited","2018-05-29","51"
"BHUSANSTL","Bhushan Steel Limited","2018-05-29","38.7"
"DECCANCE","Deccan Cements Limited","2018-05-29","466.6"
"CAPLIPOINT","Caplin Point Laboratories Limited","2018-05-29","534"
"RADIOCITY","Music Broadcast Limited","2018-05-29","334"
"TOKYOPLAST","Tokyo Plast International Limited","2018-05-29","82.4"
"UFLEX","UFLEX Limited","2018-05-29","316"
"BHEL","Bharat Heavy Electricals Limited","2018-05-29","83.5"
"GODFRYPHLP","Godfrey Phillips India Limited","2018-05-29","755.9"
"ISFT","Intrasoft Technologies Limited","2018-05-29","478.9"
"GOLDTECH","Goldstone Technologies Limited","2018-05-29","11.8"
"BLBLIMITED","BLB Limited","2018-05-29","7.95"
"STINDIA","STI India Limited","2018-05-29","15"
"AGCNET","AGC Networks Limited","2018-05-29","124.85"
"WHEELS","Wheels India Limited","2018-05-29","2025"
"NITCO","Nitco Limited","2018-05-29","93.95"
"TARMAT","Tarmat Limited","2018-05-29","53.95"
"CELEBRITY","Celebrity Fashions Limited","2018-05-29","16.85"
"JAYSREETEA","Jayshree Tea & Industries Limited","2018-05-29","87.4"
"CANDC","C & C Constructions Limited","2018-05-29","48.85"
"ASPINWALL","Aspinwall and Company Limited","2018-05-29","314"
"IVZINNIFTY","Invesco India Nifty Exchange Traded Fund","2018-05-29","1102"
"SAGCEM","Sagar Cements Limited","2018-05-28","931.1"
"TECHNOFAB","Technofab Engineering Limited","2018-05-28","213.6"
"ESL","Electrosteel Steels Limited","2018-05-28","1.15"
"ADHUNIKIND","Adhunik Industries Limited","2018-05-28","56.7"
"SUBROS","Subros Limited","2018-05-28","328.5"
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO","2018-05-28","16"
"IFGLEXPOR","IFGL Refractories Limited","2018-05-28","225"
"EXCELCROP","Excel Crop Care Limited","2018-05-28","3023.05"
"WIPL","The Western India Plywoods Limited","2018-05-28","83.75"
"RELCNX100","Reliance ETF Nifty 100","2018-05-28","112.39"
"SCAPDVR","Stampede Capital Limited","2018-05-28","3.3"
"LOKESHMACH","Lokesh Machines Limited","2018-05-28","73.95"
"ELECTHERM","Electrotherm (India) Limited","2018-05-28","180"
"PATELENG","Patel Engineering Limited","2018-05-28","53.75"
"ADVENZYMES","Advanced Enzyme Technologies Limited","2018-05-28","221"
"WEIZFOREX","Weizmann Forex Limited","2018-05-28","900"
"PGHH","Procter & Gamble Hygiene and Health Care Limited","2018-05-28","9366.25"
"GNA","GNA Axles Limited","2018-05-28","547"
"SHARDAMOTR","Sharda Motor Industries Limited","2018-05-28","2250"
"LAKSHVILAS","Lakshmi Vilas Bank Limited","2018-05-28","103.3"
"NIACL","The New India Assurance Company Limited","2018-05-28","723"
"MANGALAM","Mangalam Drugs And Organics Limited","2018-05-28","119.9"
"GAL","Gyscoal Alloys Limited","2018-05-28","7.1"
"GDL","Gateway Distriparks Limited","2018-05-28","203.65"
"SETFNIFBK","SBI-ETF Nifty Bank","2018-05-25","263.15"
"SHREYAS","Shreyas Shipping & Logistics Limited","2018-05-25","545.6"
"COX&KINGS","Cox & Kings Limited","2018-05-25","208.95"
"CGCL","Capri Global Capital Limited","2018-05-25","97"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX","2018-05-25","360"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","2018-05-25","34.95"
"PLASTIBLEN","Plastiblends India Limited","2018-05-25","212.75"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","2018-05-25","62.5"
"ALLSEC","Allsec Technologies Limited","2018-05-25","313"
"GUJALKALI","Gujarat Alkalies and Chemicals Limited","2018-05-25","654"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","2018-05-25","497.35"
"LOVABLE","Lovable Lingerie Limited","2018-05-25","175"
"GDL","Gateway Distriparks Limited","2018-05-25","199.1"
"SHRIRAMEPC","Shriram EPC Limited","2018-05-25","19.75"
"MCX","Multi Commodity Exchange of India Limited","2018-05-25","818"
"DELTAMAGNT","Delta Magnets Limited","2018-05-25","61.3"
"VTL","Vardhman Textiles Limited","2018-05-25","1236"
"CAMLINFINE","Camlin Fine Sciences Limited","2018-05-25","84.3"
"BALPHARMA","Bal Pharma Limited","2018-05-25","82.1"
"PONNIERODE","Ponni Sugars (Erode) Limited","2018-05-25","143"
"NAGREEKCAP","Nagreeka Capital & Infrastructure Limited","2018-05-25","38.95"
"MANGLMCEM","Mangalam Cement Limited","2018-05-25","264.4"
"ATUL","Atul Limited","2018-05-25","2742.4"
"SHALPAINTS","Shalimar Paints Limited","2018-05-25","151"
"UBL","United Breweries Limited","2018-05-25","1183.4"
"HCG","Healthcare Global Enterprises Limited","2018-05-24","303.95"
"TIMKEN","Timken India Limited","2018-05-24","694"
"SHALPAINTS","Shalimar Paints Limited","2018-05-24","137.1"
"INOXLEISUR","INOX Leisure Limited","2018-05-24","254.3"
"TDPOWERSYS","TD Power Systems Limited","2018-05-24","158"
"CAPTRUST","Capital Trust Limited","2018-05-24","400.6"
"HITECH","Hi-Tech Pipes Limited","2018-05-24","400"
"SUPRAJIT","Suprajit Engineering Limited","2018-05-24","293.5"
"SOMANYCERA","Somany Ceramics Limited","2018-05-24","520"
"HEIDELBERG","HeidelbergCement India Limited","2018-05-24","149"
"UNIVCABLES","Universal Cables Limited","2018-05-24","166"
"NAHARPOLY","Nahar Poly Films Limited","2018-05-24","49"
"MAHSEAMLES","Maharashtra Seamless Limited","2018-05-24","426"
"ZYDUSWELL","Zydus Wellness Limited","2018-05-24","1255"
"ORTEL","Ortel Communications Limited","2018-05-24","18.2"
"JISLDVREQS","Jain Irrigation Systems Limited","2018-05-24","59.6"
"XPROINDIA","Xpro India Limited","2018-05-24","53.65"
"SHARIABEES","Reliance ETF Shariah BeES","2018-05-24","240.01"
"EROSMEDIA","Eros International Media Limited","2018-05-24","142.65"
"CENTEXT","Century Extrusions Limited","2018-05-24","5.95"
"ARIES","Aries Agro Limited","2018-05-24","161.9"
"KEYCORPSER","Keynote Corporate Services Limited","2018-05-24","64.7"
"20MICRONS","20 Microns Limited","2018-05-24","43.75"
"HPL","HPL Electric & Power Limited","2018-05-24","95.95"
"BANKBEES","Reliance ETF Bank BeES","2018-05-23","2600.5"
"SUNDARMFIN","Sundaram Finance Limited","2018-05-23","1745"
"EXCEL","Excel Realty N Infra Limited","2018-05-23","12.65"
"MMFL","MM Forgings Limited","2018-05-23","1170.55"
"SUNCLAYLTD","Sundaram Clayton Limited","2018-05-23","4700"
"MINDAIND","Minda Industries Limited","2018-05-23","1276.7"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-05-23","41.55"
"GEECEE","GeeCee Ventures Limited","2018-05-23","151.25"
"SUMMITSEC","Summit Securities Limited","2018-05-23","795"
"NIPPOBATRY","Indo-National Limited","2018-05-23","780.1"
"ASAHISONG","Asahi Songwon Colors Limited","2018-05-23","285.75"
"SALONA","Salona Cotspin Limited","2018-05-23","89.4"
"VHL","Vardhman Holdings Limited","2018-05-23","3420"
"BAJAJELEC","Bajaj Electricals Limited","2018-05-23","584"
"IVZINGOLD","Invesco India Gold Exchange Traded Fund","2018-05-23","2850"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","2018-05-23","29.6"
"VAIBHAVGBL","Vaibhav Global Limited","2018-05-23","675"
"DHANBANK","Dhanlaxmi Bank Limited","2018-05-23","20.35"
"LAURUSLABS","Laurus Labs Limited","2018-05-23","449.7"
"KOLTEPATIL","Kolte - Patil Developers Limited","2018-05-23","305.2"
"MHRIL","Mahindra Holidays & Resorts India Limited","2018-05-23","330"
"TRITURBINE","Triveni Turbine Limited","2018-05-23","104.5"
"MOTHERSUMI","Motherson Sumi Systems Limited","2018-05-23","321.45"
"MAHSEAMLES","Maharashtra Seamless Limited","2018-05-23","429.9"
"KSK","KSK Energy Ventures Limited","2018-05-23","4.15"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","2018-05-22","8.5"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","2018-05-22","2865"
"SYMPHONY","Symphony Limited","2018-05-22","1450"
"JINDALPHOT","Jindal Photo Limited","2018-05-22","41.3"
"AXISGOLD","Axis Mutual Fund - Axis Gold ETF","2018-05-22","2724.8"
"BAFNAPHARM","Bafna Pharmaceuticals Limited","2018-05-22","23.9"
"GEPIL","GE Power India Limited","2018-05-22","865"
"USHAMART","Usha Martin Limited","2018-05-22","25.5"
"VIPIND","VIP Industries Limited","2018-05-22","394.3"
"MGL","Mahanagar Gas Limited","2018-05-22","793.1"
"ICICILOVOL","ICICI Prudential Nifty Low Vol 30 ETF","2018-05-22","84.03"
"BSLNIFTY","Aditya Birla Sun Life Nifty ETF - Growth","2018-05-22","115.98"
"VIPULLTD","Vipul Limited","2018-05-22","53.7"
"PALREDTEC","Palred Technologies Limited","2018-05-22","72"
"BHARATFORG","Bharat Forge Limited","2018-05-22","682.25"
"RAJSREESUG","Rajshree Sugars & Chemicals Limited","2018-05-22","32.8"
"RKFORGE","Ramkrishna Forgings Limited","2018-05-22","719.95"
"8KMILES","8K Miles Software Services Limited","2018-05-22","634.4"
"IGARASHI","Igarashi Motors India Limited","2018-05-22","787.9"
"SALSTEEL","S.A.L. Steel Limited","2018-05-22","7.05"
"ARROWGREEN","Arrow Greentech Limited","2018-05-22","298.65"
"FRETAIL","Future Retail Limited","2018-05-22","531.9"
"IMPAL","India Motor Parts and Accessories Limited","2018-05-22","997"
"COUNCODOS","Country Condo's Limited","2018-05-22","2.05"
"PANACEABIO","Panacea Biotec Limited","2018-05-22","259"
"PENPEBS","Pennar Engineered Building Systems Limited","2018-05-21","78.65"
"ASTRAZEN","AstraZeneca Pharma India Limited","2018-05-21","1141"
"KHANDSE","Khandwala Securities Limited","2018-05-21","19.5"
"KITEX","Kitex Garments Limited","2018-05-21","180.8"
"PAEL","PAE Limited","2018-05-21","4"
"CENTURYTEX","Century Textiles & Industries Limited","2018-05-21","1018.05"
"PENIND","Pennar Industries Limited","2018-05-21","52.7"
"THEMISMED","Themis Medicare Limited","2018-05-21","418"
"TECHNO","Techno Electric & Engineering Company Limited","2018-05-21","315"
"ATULAUTO","Atul Auto Limited","2018-05-21","429"
"CGCL","Capri Global Capital Limited","2018-05-21","91"
"CAPACITE","Capacit'e Infraprojects Limited","2018-05-21","293.95"
"JCHAC","Johnson Controls ? Hitachi Air Conditioning India Limited","2018-05-21","2489"
"SUPPETRO","Supreme Petrochem Limited","2018-05-21","290"
"MINDAIND","Minda Industries Limited","2018-05-21","1092"
"THERMAX","Thermax Limited","2018-05-21","1145"
"IMFA","Indian Metals & Ferro Alloys Limited","2018-05-21","365"
"ICICISENSX","ICICI Prudential Sensex ETF","2018-05-21","361.87"
"TIL","TIL Limited","2018-05-21","423.15"
"SANGHIIND","Sanghi Industries Limited","2018-05-21","101.2"
"TTKPRESTIG","TTK Prestige Limited","2018-05-21","5700.15"
"COLPAL","Colgate Palmolive (India) Limited","2018-05-21","1220"
"STAR","Strides Shasun Limited","2018-05-21","340"
"HINDSYNTEX","Hind Syntex Limited","2018-05-18","6.15"
"DENORA","De Nora India Limited","2018-05-18","362.35"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","2018-05-18","675"
"SPICEMOBI","Spice Mobility Limited","2018-05-18","15.5"
"ORIENTREF","Orient Refractories Limited","2018-05-18","180.75"
"UCALFUEL","Ucal Fuel Systems Limited","2018-05-18","266"
"SRF","SRF Limited","2018-05-18","1919"
"KALYANIFRG","Kalyani Forge Limited","2018-05-18","382.6"
"APARINDS","Apar Industries Limited","2018-05-18","750"
"STAR","Strides Shasun Limited","2018-05-18","379.35"
"VOLTAS","Voltas Limited","2018-05-18","552.75"
"MANGTIMBER","Mangalam Timber Products Limited","2018-05-18","28"
"FSC","Future Supply Chain Solutions Limited","2018-05-18","674.5"
"RANEENGINE","Rane Engine Valve Limited","2018-05-18","450.95"
"AHLUCONT","Ahluwalia Contracts (India) Limited","2018-05-18","370.95"
"DONEAR","Donear Industries Limited","2018-05-18","50.45"
"RUPA","Rupa & Company Limited","2018-05-18","434.35"
"SETFNIF50","SBI-ETF Nifty 50","2018-05-18","106.95"
"JKTYRE","JK Tyre & Industries Limited","2018-05-18","147.5"
"BAJAJ-AUTO","Bajaj Auto Limited","2018-05-18","2785"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","2018-05-18","2752.1"
"SUNDRMBRAK","Sundaram Brake Linings Limited","2018-05-18","501.2"
"TIMESGTY","Times Guaranty Limited","2018-05-18","39.5"
"MANALIPETC","Manali Petrochemicals Limited","2018-05-18","43.2"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-05-17","110.45"
"RUSHIL","Rushil Decor Limited","2018-05-17","697.95"
"JYOTHYLAB","Jyothy Laboratories Limited","2018-05-17","471.05"
"BIRLACORPN","Birla Corporation Limited","2018-05-17","734"
"MANALIPETC","Manali Petrochemicals Limited","2018-05-17","41.45"
"INEOSSTYRO","INEOS Styrolution India Limited","2018-05-17","828"
"SKIPPER","Skipper Limited","2018-05-17","184.05"
"ESSARSHPNG","Essar Shipping Limited","2018-05-17","18.4"
"TCI","Transport Corporation of India Limited","2018-05-17","293"
"SETFNIF50","SBI-ETF Nifty 50","2018-05-17","107.82"
"CREST","Crest Ventures Limited","2018-05-17","174"
"RELCONS","Reliance ETF Consumption","2018-05-17","52.5"
"NITCO","Nitco Limited","2018-05-17","82.6"
"MANAKSIA","Manaksia Limited","2018-05-17","60"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-05-17","225.7"
"WONDERLA","Wonderla Holidays Limited","2018-05-17","371"
"FEL","Future Enterprises Limited","2018-05-17","42.8"
"PSB","Punjab & Sind Bank","2018-05-17","33.75"
"GPPL","Gujarat Pipavav Port Limited","2018-05-17","134"
"KESARENT","Kesar Enterprises Limited","2018-05-17","37.9"
"SETF10GILT","SBI Mutual Fund - SBI-ETF 10 YEAR GILT","2018-05-17","158.85"
"NEWGEN","Newgen Software Technologies Limited","2018-05-17","262"
"NAHARPOLY","Nahar Poly Films Limited","2018-05-17","47"
"AARVEEDEN","Aarvee Denims & Exports Limited","2018-05-17","41.8"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-05-17","113"
"SYNGENE","Syngene International Limited","2018-05-16","606"
"GANECOS","Ganesha Ecosphere Limited","2018-05-16","393.5"
"JYOTHYLAB","Jyothy Laboratories Limited","2018-05-16","392"
"EBANK","Edelweiss ETF - Nifty Bank","2018-05-16","2440"
"INDOCO","Indoco Remedies Limited","2018-05-16","182"
"PANORAMUNI","Panoramic Universal Limited","2018-05-16","6.5"
"TVSMOTOR","TVS Motor Company Limited","2018-05-16","612.8"
"APLLTD","Alembic Pharmaceuticals Limited","2018-05-16","482.4"
"DOLLAR","Dollar Industries Limited","2018-05-16","395.45"
"DBCORP","D.B.Corp Limited","2018-05-16","264.85"
